X,Y,medidor,circuito,anom_s_lec,anom_c_lec,comentario,lat y,lon x,icon_url
-100.19626,25.72724,nm,LAF04145,NA,C9-CUbOpacoConLec,na,25.727239999999998,-100.196259999999995,./0.png
-100.19338,25.72727,nm,LAF04145,NA,C9-CUbOpacoConLec,ilegible,25.727270000000001,-100.193380000000005,./0.png
-100.19195,25.7233,nm,LAF04145,NA,C9-CUbOpacoConLec,ilegible med a lado 83nv51,25.723299999999998,-100.191950000000006,./0.png
-100.19146,25.72239,nm,LAF04145,NA,C9-CUbOpacoConLec,ilegible med a lado 8d359f,25.722390000000001,-100.191460000000006,./0.png
-100.19141,25.72266,nm,LAF04145,NA,C9-CUbOpacoConLec,ilegible med a lado 98y96w,25.722660000000001,-100.191410000000005,./0.png
-100.19221,25.72296,nm,LAF04145,NA,C9-CUbOpacoConLec,legible med a lado 4e07v1,25.722960000000000,-100.192210000000003,./0.png
-100.19095,25.7238,nm,LAF04145,NA,M-Modernizacion,na,25.723800000000001,-100.190950000000001,./0.png
-100.19283,25.72585,nm,LAF04145,NA,M-Modernizacion,base a ilegible,25.725850000000001,-100.192830000000001,./0.png
-100.19562,25.73065,nm,LAF04145,NA,M-Modernizacion,n�mero ilegible,25.730650000000001,-100.195620000000005,./0.png
-100.18998,25.72249,nm,LAF04145,NA,NA,nm,25.722490000000001,-100.189980000000006,./0.png
-100.19398,25.725,nm,LAF04145,S0-Casa Cerrada,NA,na,25.725000000000001,-100.193979999999996,./0.png
-100.19296,25.72672,nm,LAF04145,S0-Casa Cerrada,NA,escuela cerrada mt interior,25.726720000000000,-100.192959999999999,./0.png
-100.19627,25.72621,nm,LAF04145,S0-Casa Cerrada,NA,ilegible interior,25.726209999999998,-100.196269999999998,./0.png
-100.19607,25.72287,nm,LAF04145,S0-Casa Cerrada,NA,ilegible opaco,25.722870000000000,-100.196070000000006,./0.png
-100.19303,25.72622,nm,LAF04145,S0-Casa Cerrada,NA,interior,25.726220000000001,-100.193029999999993,./0.png
-100.19334,25.72763,nm,LAF04145,S0-Casa Cerrada,NA,interior ilegible,25.727630000000001,-100.193340000000006,./0.png
-100.19377,25.72485,nm,LAF04145,S0-Casa Cerrada,NA,interior no visible,25.724850000000000,-100.193770000000001,./0.png
-100.19614,25.72301,nm,LAF04145,S0-Casa Cerrada,NA,medidor interior,25.723009999999999,-100.196140000000000,./0.png
-100.19303,25.72555,nm,LAF04145,S3-UI ServDirecto,NA,na,25.725549999999998,-100.193029999999993,./0.png
-100.19362,25.72261,nm,LAF04145,S3-UI ServDirecto,NA,alumbrado,25.722610000000000,-100.193619999999996,./0.png
-100.19309,25.7248,nm,LAF04145,S3-UI ServDirecto,NA,casa,25.724799999999998,-100.193089999999998,./0.png
-100.19492,25.72576,nm,LAF04145,S3-UI ServDirecto,NA,casa,25.725760000000001,-100.194919999999996,./0.png
-100.19495,25.72577,nm,LAF04145,S3-UI ServDirecto,NA,taller,25.725770000000001,-100.194950000000006,./0.png
-100.19328,25.72532,nm,LAF04145,S4-NoMedidor,NA,na,25.725320000000000,-100.193280000000001,./0.png
-100.1954,25.71591,001L5V F622 14LM,LAF04145,NA,C5-SinSello,ok,25.715910000000001,-100.195400000000006,./0.png
-100.19795,25.71751,003C5B F622 13LM,LAF04145,NA,C5-SinSello,na,25.717510000000001,-100.197950000000006,./0.png
-100.20498,25.72144,003X4E F622 14LM,LAF04145,NA,C5-SinSello,na,25.721440000000001,-100.204980000000006,./0.png
-100.2011,25.72606,004L7V F622 14LM,LAF04145,NA,C5-SinSello,na,25.726060000000000,-100.201099999999997,./0.png
-100.19444,25.71595,006Y1W F122 14LN,LAF04145,NA,C5-SinSello,ok,25.715949999999999,-100.194440000000000,./0.png
-100.19602,25.72371,009FJV F622 15LM,LAF04145,NA,NA,na,25.723710000000001,-100.196020000000004,./0.png
-100.19535,25.72373,009bmb,LAF04145,NA,NA,na,25.723730000000000,-100.195350000000005,./0.png
-100.18761,25.72041,009ne7,LAF04145,NA,NA,na,25.720410000000001,-100.187610000000006,./0.png
-100.19413,25.7175,00K9U1 F12H 09KU,LAF04145,NA,NA,ok,25.717500000000001,-100.194130000000001,./0.png
-100.19742,25.7157,00a4d3,LAF04145,NA,C5-SinSello,na,25.715699999999998,-100.197419999999994,./0.png
-100.1961,25.7176,00a9h8,LAF04145,NA,NA,ok,25.717600000000001,-100.196100000000001,./0.png
-100.20467,25.72132,00f7c5,LAF04145,NA,NA,ok,25.721319999999999,-100.204669999999993,./0.png
-100.19703,25.71692,00k6u1,LAF04145,NA,C5-SinSello,na,25.716919999999998,-100.197029999999998,./0.png
-100.21217,25.72357,00p3c2,LAF04145,NA,C9-CUbOpacoConLec,cm,25.723569999999999,-100.212170000000000,./0.png
-100.20923,25.72427,00p5c2,LAF04145,NA,C9-CUbOpacoConLec,na,25.724270000000001,-100.209230000000005,./0.png
-100.20938,25.7217,00p8c3,LAF04145,NA,C5-SinSello,cm,25.721699999999998,-100.209379999999996,./0.png
-100.21125,25.72199,00p9c5,LAF04145,NA,C9-CUbOpacoConLec,sin sello,25.721990000000002,-100.211250000000007,./0.png
-100.20813,25.72144,00pb52,LAF04145,NA,NA,ok,25.721440000000001,-100.208129999999997,./0.png
-100.20161,25.72323,00pu31,LAF04145,NA,NA,ok,25.723230000000001,-100.201610000000002,./0.png
-100.19926,25.72298,00u7t4,LAF04145,NA,C9-CUbOpacoConLec,cm,25.722980000000000,-100.199259999999995,./0.png
-100.1944,25.71666,00x8a5,LAF04145,NA,C5-SinSello,ok,25.716660000000001,-100.194400000000002,./0.png
-100.19517,25.72313,00y4d1,LAF04145,NA,C5-SinSello,na,25.723130000000001,-100.195170000000005,./0.png
-100.19803,25.71953,011NE2 F122 12LH,LAF04145,NA,C5-SinSello,na,25.719529999999999,-100.198030000000003,./0.png
-100.19465,25.7267,011PUL F122 16LN,LAF04145,NA,C5-SinSello,na,25.726700000000001,-100.194649999999996,./0.png
-100.19563,25.73012,012Y2W F122 14LN,LAF04145,NA,C5-SinSello,na,25.730119999999999,-100.195629999999994,./0.png
-100.18603,25.7213,013c5b,LAF04145,NA,NA,na,25.721299999999999,-100.186030000000002,./0.png
-100.19394,25.71786,014FRW F622 15LM,LAF04145,NA,C5-SinSello,ok,25.717860000000002,-100.193939999999998,./0.png
-100.19767,25.72143,014X5E F622 14LM,LAF04145,NA,C5-SinSello,na,25.721430000000002,-100.197670000000002,./0.png
-100.19557,25.71748,014X7E F622 14LM,LAF04145,NA,NA,ok,25.717479999999998,-100.195570000000004,./0.png
-100.19384,25.71787,014ak6,LAF04145,NA,C9-CUbOpacoConLec,ok,25.717870000000001,-100.193839999999994,./0.png
-100.1883,25.72079,014k4v,LAF04145,NA,NA,na,25.720790000000001,-100.188299999999998,./0.png
-100.19009,25.72229,014x4e,LAF04145,NA,NA,na,25.722290000000001,-100.190089999999998,./0.png
-100.19681,25.71614,015X3E F622 14LM,LAF04145,NA,C5-SinSello,na,25.716139999999999,-100.196809999999999,./0.png
-100.19598,25.72689,016epe,LAF04145,NA,C5-SinSello,na,25.726890000000001,-100.195980000000006,./0.png
-100.20366,25.72049,017h2j,LAF04145,NA,NA,ok,25.720490000000002,-100.203659999999999,./0.png
-100.20948,25.72155,018dkd,LAF04145,NA,C5-SinSello,cm,25.721550000000001,-100.209479999999999,./0.png
-100.20186,25.7247,019H3G F122 13LN,LAF04145,NA,C5-SinSello,na,25.724699999999999,-100.201859999999996,./0.png
-100.19078,25.723,019frn,LAF04145,NA,NA,na,25.722999999999999,-100.190780000000004,./0.png
-100.19483,25.72356,01n1d7,LAF04145,NA,NA,na,25.723559999999999,-100.194829999999996,./0.png
-100.21095,25.72358,01p3c6,LAF04145,NA,C5-SinSello,cm,25.723579999999998,-100.210949999999997,./0.png
-100.20712,25.72008,01p4c8,LAF04145,NA,C9-CUbOpacoConLec,na,25.720079999999999,-100.207120000000003,./0.png
-100.19566,25.72817,01pb88,LAF04145,NA,NA,na,25.728169999999999,-100.195660000000004,./0.png
-100.19594,25.7237,01v94y,LAF04145,NA,C5-SinSello,na,25.723700000000001,-100.195939999999993,./0.png
-100.18717,25.72125,020ne1,LAF04145,NA,C5-SinSello,na,25.721250000000001,-100.187169999999995,./0.png
-100.19527,25.71518,021C7C F622 13LM,LAF04145,NA,C5-SinSello,ok,25.715180000000000,-100.195269999999994,./0.png
-100.20271,25.71994,022am7,LAF04145,NA,C9-CUbOpacoConLec,na,25.719940000000001,-100.202709999999996,./0.png
-100.19386,25.7226,022c8c,LAF04145,NA,NA,na,25.722600000000000,-100.193860000000001,./0.png
-100.20196,25.72098,023VP0 F122 13LN,LAF04145,NA,C5-SinSello,na,25.720980000000001,-100.201960000000000,./0.png
-100.20436,25.72015,023fry,LAF04145,NA,C5-SinSello,na,25.720150000000000,-100.204359999999994,./0.png
-100.19117,25.72374,024FTE F622 15LM,LAF04145,NA,NA,na,25.723739999999999,-100.191170000000000,./0.png
-100.19781,25.71859,024VP0 F122 13LN,LAF04145,NA,C5-SinSello,na,25.718589999999999,-100.197810000000004,./0.png
-100.18703,25.72037,024mam,LAF04145,NA,NA,na,25.720369999999999,-100.187029999999993,./0.png
-100.18597,25.72122,025e9m,LAF04145,NA,NA,na,25.721219999999999,-100.185969999999998,./0.png
-100.20304,25.71922,026xat,LAF04145,NA,NA,ok,25.719220000000000,-100.203040000000001,./0.png
-100.19546,25.72279,02a17n,LAF04145,NA,NA,na,25.722790000000000,-100.195459999999997,./0.png
-100.19358,25.72527,02f9c5,LAF04145,NA,C5-SinSello,na,25.725269999999998,-100.193579999999997,./0.png
-100.20824,25.72005,02h96x,LAF04145,NA,NA,ok mt,25.720050000000001,-100.208240000000004,./0.png
-100.19464,25.71477,02pb19,LAF04145,NA,NA,ok,25.714770000000001,-100.194640000000007,./0.png
-100.19594,25.73031,02tn18,LAF04145,NA,NA,na,25.730309999999999,-100.195939999999993,./0.png
-100.19364,25.71662,02u3f3,LAF04145,NA,C5-SinSello,c9,25.716619999999999,-100.193640000000002,./0.png
-100.19766,25.72134,02u8f8,LAF04145,NA,C9-CUbOpacoConLec,c5,25.721340000000001,-100.197659999999999,./0.png
-100.20366,25.72041,02vd28,LAF04145,NA,NA,ok,25.720410000000001,-100.203659999999999,./0.png
-100.19655,25.73047,02x4a0,LAF04145,NA,C9-CUbOpacoConLec,na,25.730470000000000,-100.196550000000002,./0.png
-100.19776,25.72102,030b6v,LAF04145,NA,NA,ok,25.721019999999999,-100.197760000000002,./0.png
-100.18666,25.72058,030hpv,LAF04145,NA,NA,na,25.720580000000002,-100.186660000000003,./0.png
-100.19543,25.71477,031ENT F222 15LN,LAF04145,NA,C5-SinSello,ok,25.714770000000001,-100.195430000000002,./0.png
-100.21314,25.72234,031pfr,LAF04145,NA,C5-SinSello,na,25.722339999999999,-100.213139999999996,./0.png
-100.19577,25.72623,033amk,LAF04145,NA,NA,na,25.726230000000001,-100.195769999999996,./0.png
-100.21544,25.72269,033blt,LAF04145,NA,NA,ok mt,25.722690000000000,-100.215440000000001,./0.png
-100.19417,25.72571,035vp7,LAF04145,NA,NA,na,25.725709999999999,-100.194170000000000,./0.png
-100.20268,25.72112,037dyr,LAF04145,NA,C5-SinSello,na,25.721119999999999,-100.202680000000001,./0.png
-100.19273,25.72332,039DYR F622 15LM,LAF04145,NA,C5-SinSello,na,25.723320000000001,-100.192729999999997,./0.png
-100.1971,25.71939,03b1x0,LAF04145,NA,C5-SinSello,na,25.719390000000001,-100.197100000000006,./0.png
-100.19422,25.71738,03k49d,LAF04145,NA,C5-SinSello,c9,25.717379999999999,-100.194220000000001,./0.png
-100.20311,25.71915,03m2x0,LAF04145,NA,NA,ok,25.719149999999999,-100.203109999999995,./0.png
-100.1976,25.7314,03n1d3,LAF04145,NA,NA,na,25.731400000000001,-100.197599999999994,./0.png
-100.19302,25.72124,03n2d5,LAF04145,NA,C9-CUbOpacoConLec,na,25.721240000000002,-100.193020000000004,./0.png
-100.19345,25.72691,03nl56,LAF04145,NA,C5-SinSello,na,25.726910000000000,-100.193449999999999,./0.png
-100.19425,25.72699,03p9c9,LAF04145,NA,NA,na,25.726990000000001,-100.194249999999997,./0.png
-100.1945,25.71853,03pb72,LAF04145,NA,NA,ok,25.718530000000001,-100.194500000000005,./0.png
-100.19774,25.72184,03pt26,LAF04145,NA,C5-SinSello,cm,25.721840000000000,-100.197739999999996,./0.png
-100.1973,25.72193,03u1f8,LAF04145,NA,C9-CUbOpacoConLec,na,25.721930000000000,-100.197299999999998,./0.png
-100.20087,25.72356,03w66j,LAF04145,NA,C5-SinSello,na,25.723559999999999,-100.200869999999995,./0.png
-100.19658,25.71976,03w78j,LAF04145,NA,C5-SinSello,cm,25.719760000000001,-100.196579999999997,./0.png
-100.19148,25.72248,03x6a1,LAF04145,NA,NA,na,25.722480000000001,-100.191479999999999,./0.png
-100.2044,25.71973,040W6X F622 14LM,LAF04145,NA,C5-SinSello,cm,25.719729999999998,-100.204400000000007,./0.png
-100.20915,25.72429,040cc8,LAF04145,NA,NA,ok,25.724290000000000,-100.209149999999994,./0.png
-100.19411,25.72525,040ut5,LAF04145,NA,NA,na,25.725249999999999,-100.194109999999995,./0.png
-100.19456,25.71469,043UT5 F622 12LJ,LAF04145,NA,NA,ok,25.714690000000001,-100.194559999999996,./0.png
-100.19932,25.72372,044cc1,LAF04145,NA,C5-SinSello,cm,25.723720000000000,-100.199320000000000,./0.png
-100.19641,25.7221,044yj3,LAF04145,NA,C5-SinSello,aro candado,25.722100000000001,-100.196410000000000,./0.png
-100.19427,25.72557,044yj7,LAF04145,NA,NA,na,25.725570000000001,-100.194270000000003,./0.png
-100.188,25.72193,045ut7,LAF04145,NA,NA,na,25.721930000000000,-100.188000000000002,./0.png
-100.19589,25.71812,046YML F122 16LN,LAF04145,NA,NA,ok,25.718119999999999,-100.195890000000006,./0.png
-100.20397,25.72189,048jcp,LAF04145,NA,NA,na,25.721889999999998,-100.203969999999998,./0.png
-100.19792,25.719,049YJ6 F122 13LN,LAF04145,NA,NA,ok,25.719000000000001,-100.197919999999996,./0.png
-100.20366,25.72176,049cc4,LAF04145,NA,NA,ok mt,25.721760000000000,-100.203659999999999,./0.png
-100.19665,25.71831,04b0x1,LAF04145,NA,NA,ok 170-6,25.718309999999999,-100.196650000000005,./0.png
-100.19462,25.72702,04e41k,LAF04145,NA,NA,na,25.727020000000000,-100.194620000000000,./0.png
-100.20318,25.72034,04e91k,LAF04145,NA,C9-CUbOpacoConLec,sin sello,25.720340000000000,-100.203180000000003,./0.png
-100.19407,25.72511,04fn20,LAF04145,NA,NA,na,25.725110000000001,-100.194069999999996,./0.png
-100.2034,25.71874,04n0v3,LAF04145,NA,C9-CUbOpacoConLec,na,25.718740000000000,-100.203400000000002,./0.png
-100.19789,25.72173,04y8c3,LAF04145,NA,C5-SinSello,na,25.721730000000001,-100.197890000000001,./0.png
-100.19567,25.7216,050MAM F622 16LM,LAF04145,NA,C5-SinSello,na,25.721599999999999,-100.195670000000007,./0.png
-100.20539,25.7218,051uhn,LAF04145,NA,NA,ok mt,25.721800000000002,-100.205389999999994,./0.png
-100.20365,25.72072,052nc8,LAF04145,NA,C5-SinSello,na,25.720720000000000,-100.203649999999996,./0.png
-100.20334,25.7207,053NC0 F122 12LH,LAF04145,NA,C5-SinSello,na,25.720700000000001,-100.203339999999997,./0.png
-100.19561,25.72366,053cc2,LAF04145,NA,NA,na,25.723659999999999,-100.195610000000002,./0.png
-100.20132,25.72146,053unt,LAF04145,NA,NA,ok,25.721460000000000,-100.201319999999996,./0.png
-100.20692,25.72295,055ut8,LAF04145,NA,NA,ok,25.722950000000001,-100.206919999999997,./0.png
-100.20061,25.72358,055xat,LAF04145,NA,NA,ok,25.723579999999998,-100.200609999999998,./0.png
-100.18801,25.72191,057vhf,LAF04145,NA,NA,na,25.721910000000001,-100.188010000000006,./0.png
-100.20206,25.71892,058DRH F622 15LM,LAF04145,NA,C5-SinSello,na,25.718920000000001,-100.202060000000003,./0.png
-100.19684,25.71946,059C0C F622 13LM,LAF04145,NA,NA,ok,25.719460000000002,-100.196839999999995,./0.png
-100.20316,25.71894,05e17k,LAF04145,NA,C9-CUbOpacoConLec,na,25.718940000000000,-100.203159999999997,./0.png
-100.19376,25.71764,05e25k,LAF04145,NA,NA,ok,25.717639999999999,-100.193759999999997,./0.png
-100.19723,25.71984,05y0c5,LAF04145,NA,C5-SinSello,na,25.719840000000001,-100.197230000000005,./0.png
-100.19605,25.728,060fbm,LAF04145,NA,NA,na,25.728000000000002,-100.196050000000000,./0.png
-100.19682,25.71545,060pfv,LAF04145,NA,C5-SinSello,na,25.715450000000001,-100.196820000000002,./0.png
-100.1955,25.72159,062PFR F622 16LM,LAF04145,NA,C5-SinSello,na,25.721589999999999,-100.195499999999996,./0.png
-100.19755,25.71722,063vp2,LAF04145,NA,C9-CUbOpacoConLec,na,25.717220000000001,-100.197550000000007,./0.png
-100.19193,25.72292,064k43,LAF04145,NA,NA,na,25.722919999999998,-100.191929999999999,./0.png
-100.20381,25.72042,064n0j,LAF04145,NA,NA,ok,25.720420000000001,-100.203810000000004,./0.png
-100.20169,25.72058,064n3j,LAF04145,NA,NA,ok,25.720580000000002,-100.201689999999999,./0.png
-100.1913,25.72283,065VRW F122 16LN,LAF04145,NA,NA,na,25.722829999999998,-100.191299999999998,./0.png
0,0,065fjv,LAF04145,NA,NA,ok,0.000000000000000,0.000000000000000,./0.png
-100.19713,25.71771,066RF5 F622 12LJ,LAF04145,NA,C5-SinSello,na,25.717710000000000,-100.197130000000001,./0.png
-100.19811,25.71669,068XAK F622 16LM,LAF04145,NA,NA,ok,25.716690000000000,-100.198110000000000,./0.png
-100.19266,25.7226,069NC6 F122 12LH,LAF04145,NA,NA,na,25.722600000000000,-100.192660000000004,./0.png
-100.19701,25.71872,069c0c,LAF04145,NA,NA,aro candado,25.718720000000001,-100.197010000000006,./0.png
-100.19424,25.72674,06ag04,LAF04145,NA,NA,na,25.726739999999999,-100.194239999999994,./0.png
-100.1917,25.72248,06b2c5,LAF04145,NA,NA,na,25.722480000000001,-100.191699999999997,./0.png
-100.2029,25.72116,06b3x0,LAF04145,NA,NA,ok,25.721160000000001,-100.202900000000000,./0.png
-100.19126,25.72324,06fn44,LAF04145,NA,NA,na,25.723240000000001,-100.191260000000000,./0.png
-100.21103,25.72343,06h68r,LAF04145,NA,NA,ok mt,25.723430000000000,-100.211029999999994,./0.png
-100.19824,25.71795,06m3x2,LAF04145,NA,NA,ok,25.717949999999998,-100.198239999999998,./0.png
-100.19801,25.72131,06n2k8,LAF04145,NA,C9-CUbOpacoConLec,c5,25.721309999999999,-100.198009999999996,./0.png
-100.19794,25.71724,06nl01,LAF04145,NA,NA,ok,25.717240000000000,-100.197940000000003,./0.png
-100.19856,25.72395,06nl69,LAF04145,NA,C5-SinSello,empotrado cm,25.723949999999999,-100.198560000000001,./0.png
-100.19371,25.72462,06x00r,LAF04145,NA,C5-SinSello,na,25.724620000000002,-100.193709999999996,./0.png
-100.20086,25.72618,06y23v,LAF04145,NA,NA,ok,25.726179999999999,-100.200860000000006,./0.png
-100.1901,25.72142,06y82v,LAF04145,NA,NA,na,25.721419999999998,-100.190100000000001,./0.png
-100.20039,25.72367,06y93v,LAF04145,NA,NA,ok,25.723669999999998,-100.200389999999999,./0.png
-100.19592,25.71526,072am6,LAF04145,NA,C5-SinSello,ok,25.715260000000001,-100.195920000000001,./0.png
-100.19078,25.72396,072hpv,LAF04145,NA,NA,na,25.723960000000002,-100.190780000000004,./0.png
-100.19467,25.71477,075NC4 F122 12LH,LAF04145,NA,NA,ok,25.714770000000001,-100.194670000000002,./0.png
-100.18615,25.72123,075dre,LAF04145,NA,NA,na,25.721229999999998,-100.186149999999998,./0.png
-100.193,25.72645,076x0e,LAF04145,NA,NA,na,25.726450000000000,-100.192999999999998,./0.png
-100.18987,25.72174,077h8g,LAF04145,NA,C5-SinSello,na,25.721740000000000,-100.189869999999999,./0.png
-100.19563,25.71434,078dck,LAF04145,NA,C5-SinSello,ok,25.714340000000000,-100.195629999999994,./0.png
-100.19362,25.71774,078hrc,LAF04145,NA,C5-SinSello,ok,25.717739999999999,-100.193619999999996,./0.png
-100.18613,25.7208,078w3x,LAF04145,NA,NA,na,25.720800000000001,-100.186130000000006,./0.png
-100.20579,25.72832,079kc2,LAF04145,NA,NA,ok mt,25.728320000000000,-100.205789999999993,./0.png
-100.19465,25.72332,079pul,LAF04145,NA,NA,na,25.723320000000001,-100.194649999999996,./0.png
-100.19689,25.72106,07f33j,LAF04145,NA,C5-SinSello,na,25.721060000000001,-100.196889999999996,./0.png
-100.19347,25.72405,07h05r,LAF04145,NA,NA,mt,25.724049999999998,-100.193470000000005,./0.png
-100.19929,25.72304,07h82r,LAF04145,NA,C5-SinSello,en demanda cm,25.723040000000001,-100.199290000000005,./0.png
-100.19183,25.72332,07m0x4,LAF04145,NA,NA,na,25.723320000000001,-100.191829999999996,./0.png
-100.19553,25.72286,07n1n6,LAF04145,NA,NA,na,25.722860000000001,-100.195530000000005,./0.png
-100.19039,25.72255,07u4f9,LAF04145,NA,NA,na,25.722549999999998,-100.190389999999994,./0.png
-100.19779,25.71719,07u5f8,LAF04145,NA,C5-SinSello,na,25.717189999999999,-100.197789999999998,./0.png
-100.1984,25.72392,07u6f7,LAF04145,NA,C5-SinSello,cm,25.723920000000000,-100.198400000000007,./0.png
-100.1959,25.7198,07v5j3,LAF04145,NA,C5-SinSello,na,25.719799999999999,-100.195899999999995,./0.png
-100.20234,25.7186,081rf2,LAF04145,NA,C5-SinSello,na,25.718599999999999,-100.202340000000007,./0.png
-100.19254,25.724,081rf7,LAF04145,NA,NA,na,25.724000000000000,-100.192539999999994,./0.png
-100.18824,25.72079,081rf8,LAF04145,NA,C5-SinSello,na,25.720790000000001,-100.188239999999993,./0.png
-100.19011,25.72275,082rf6,LAF04145,NA,NA,na,25.722750000000001,-100.190110000000004,./0.png
-100.20397,25.72189,085cc7,LAF04145,NA,NA,ok,25.721889999999998,-100.203969999999998,./0.png
-100.20223,25.72069,085jeu,LAF04145,NA,C5-SinSello,na,25.720690000000001,-100.202230000000000,./0.png
-100.19336,25.72693,085yd1,LAF04145,NA,NA,na,25.726929999999999,-100.193359999999998,./0.png
-100.20408,25.7209,086yd0,LAF04145,NA,C5-SinSello,na,25.720900000000000,-100.204080000000005,./0.png
-100.19541,25.71522,08AG38 F121 06JL,LAF04145,NA,C5-SinSello,ok,25.715219999999999,-100.195409999999995,./0.png
-100.19265,25.72829,08c0y0,LAF04145,NA,NA,na,25.728290000000001,-100.192650000000000,./0.png
-100.1973,25.71565,08f48j,LAF04145,NA,NA,ok,25.715650000000000,-100.197299999999998,./0.png
-100.19125,25.72325,08g2y3,LAF04145,NA,C5-SinSello,na,25.723250000000000,-100.191249999999997,./0.png
-100.19327,25.72605,08hj52,LAF04145,NA,NA,na,25.726050000000001,-100.193269999999998,./0.png
-100.2013,25.7255,08jf48,LAF04145,NA,NA,ok,25.725500000000000,-100.201300000000003,./0.png
-100.19639,25.72088,08w0t1,LAF04145,NA,C5-SinSello,na,25.720880000000001,-100.196389999999994,./0.png
-100.20027,25.72348,08w6t0,LAF04145,NA,C9-CUbOpacoConLec,sin sello,25.723479999999999,-100.200270000000003,./0.png
-100.19655,25.72593,090pfy,LAF04145,NA,NA,na,25.725930000000002,-100.196550000000002,./0.png
-100.21306,25.72391,091cc8,LAF04145,NA,C5-SinSello,na,25.723910000000000,-100.213059999999999,./0.png
-100.18812,25.72154,093yml,LAF04145,NA,C5-SinSello,na,25.721540000000001,-100.188119999999998,./0.png
-100.19546,25.7173,094JEU F622 15LM,LAF04145,NA,NA,ok,25.717300000000002,-100.195459999999997,./0.png
-100.20368,25.72177,094cc4,LAF04145,NA,NA,ok mt,25.721769999999999,-100.203680000000006,./0.png
-100.19346,25.72538,0955yk,LAF04145,NA,NA,na,25.725380000000001,-100.193460000000002,./0.png
-100.2039,25.72133,095W3X F622 14LM,LAF04145,NA,C5-SinSello,na,25.721329999999998,-100.203900000000004,./0.png
-100.19554,25.72211,095am8,LAF04145,NA,NA,na,25.722110000000001,-100.195539999999994,./0.png
-100.1975,25.72041,096g0h,LAF04145,NA,NA,ok,25.720410000000001,-100.197500000000005,./0.png
-100.20123,25.7248,098c5b,LAF04145,NA,C5-SinSello,na,25.724799999999998,-100.201229999999995,./0.png
-100.20132,25.72146,098g1h,LAF04145,NA,NA,ok,25.721460000000000,-100.201319999999996,./0.png
-100.19741,25.7194,099NF9 F122 12LH,LAF04145,NA,C5-SinSello,na,25.719400000000000,-100.197410000000005,./0.png
-100.19409,25.72546,09e7t7,LAF04145,NA,NA,na,25.725460000000002,-100.194090000000003,./0.png
-100.20386,25.71969,09f4c3,LAF04145,NA,M-Modernizacion,medidor interior,25.719690000000000,-100.203860000000006,./0.png
-100.19611,25.72321,09gx36,LAF04145,NA,C5-SinSello,na,25.723210000000002,-100.196110000000004,./0.png
-100.19349,25.71855,09k92d,LAF04145,NA,NA,cm,25.718550000000000,-100.193489999999997,./0.png
-100.19325,25.72646,09ph81,LAF04145,NA,NA,na,25.726459999999999,-100.193250000000006,./0.png
-100.21299,25.72234,09y8c2,LAF04145,NA,C5-SinSello,na,25.722339999999999,-100.212990000000005,./0.png
-100.20069,25.72344,09y9c3,LAF04145,NA,NA,ok,25.723440000000000,-100.200689999999994,./0.png
-100.20037,25.72619,0W47A9 F621 04F3,LAF04145,NA,NA,ok,25.726189999999999,-100.200370000000007,./0.png
-100.19463,25.71773,0Y076A F121 06JL,LAF04145,NA,NA,ok,25.717730000000000,-100.194630000000004,./0.png
-100.19674,25.72066,0a250a,LAF04145,NA,NA,na,25.720659999999999,-100.196740000000005,./0.png
-100.20397,25.72189,0a4m82,LAF04145,NA,NA,ok mt,25.721889999999998,-100.203969999999998,./0.png
-100.19811,25.71669,0b080l,LAF04145,NA,NA,ok,25.716690000000000,-100.198110000000000,./0.png
-100.19378,25.71736,0b113l,LAF04145,NA,NA,ok,25.717359999999999,-100.193780000000004,./0.png
-100.19215,25.72339,0b143m,LAF04145,NA,NA,na,25.723389999999998,-100.192149999999998,./0.png
-100.19008,25.72238,0b1f00,LAF04145,NA,NA,na,25.722380000000001,-100.190079999999995,./0.png
-100.19236,25.7226,0b238l,LAF04145,NA,C5-SinSello,na,25.722600000000000,-100.192359999999994,./0.png
-100.19068,25.72392,0b389l,LAF04145,NA,NA,na,25.723920000000000,-100.190680000000000,./0.png
-100.19711,25.72099,0b460l,LAF04145,NA,C5-SinSello,na,25.720990000000000,-100.197109999999995,./0.png
-100.20359,25.72007,0b680l,LAF04145,NA,C5-SinSello,na,25.720070000000000,-100.203590000000005,./0.png
-100.1904,25.72137,0b6f58,LAF04145,NA,NA,na,25.721370000000000,-100.190399999999997,./0.png
-100.19647,25.71667,0b729m,LAF04145,NA,C5-SinSello,na,25.716670000000001,-100.196470000000005,./0.png
-100.20032,25.72464,0b769x,LAF04145,NA,M-Modernizacion,na,25.724640000000001,-100.200320000000005,./0.png
-100.18686,25.72063,0bh211,LAF04145,NA,NA,na,25.720630000000000,-100.186859999999996,./0.png
-100.18848,25.72171,0bh274,LAF04145,NA,NA,na,25.721710000000002,-100.188479999999998,./0.png
-100.19302,25.72723,0bh351,LAF04145,NA,NA,na,25.727229999999999,-100.193020000000004,./0.png
-100.18938,25.72232,0bh646,LAF04145,NA,C5-SinSello,na,25.722320000000000,-100.189380000000000,./0.png
-100.18915,25.72219,0bj195,LAF04145,NA,NA,na,25.722190000000001,-100.189149999999998,./0.png
-100.19798,25.71809,0bt862,LAF04145,NA,C5-SinSello,na,25.718090000000000,-100.197980000000001,./0.png
